"","Year2","spp","model","fit","se","upper","lower"
"245",1979,"Sprattus sprattus","modS_fit",1549.15843839832,0.444939952303097,3771.94862703157,636.247230426722
"246",1980,"Sprattus sprattus","modS_fit",1582.59424027899,0.4189059297812,3657.85636916697,684.719211633404
"247",1981,"Sprattus sprattus","modS_fit",1621.8534620696,0.397848975859114,3594.00636495088,731.887588758651
"248",1982,"Sprattus sprattus","modS_fit",1666.86912367644,0.381897850697515,3577.78105779775,776.585439573013
"249",1983,"Sprattus sprattus","modS_fit",1717.7453044477,0.370714991909193,3605.43541821664,818.389067806856
"250",1984,"Sprattus sprattus","modS_fit",1774.51335125051,0.363698909937475,3672.68880013007,857.382099364044
"251",1985,"Sprattus sprattus","modS_fit",1837.41597398034,0.360170380527464,3776.13493922433,894.061657164086
"252",1986,"Sprattus sprattus","modS_fit",1906.77901051063,0.359470901478833,3913.20698874978,929.111648163925
"253",1987,"Sprattus sprattus","modS_fit",1982.69777294976,0.360829703966491,4080.08506251173,963.48247613248
"254",1988,"Sprattus sprattus","modS_fit",2065.43267478053,0.363906075211941,4276.57254968052,997.530635688563
"255",1989,"Sprattus sprattus","modS_fit",2155.32579028396,0.36828616532784,4501.96614097497,1031.86677038338
"256",1990,"Sprattus sprattus","modS_fit",2252.66939571425,0.373498787002779,4754.60434865897,1067.28531635211
"257",1991,"Sprattus sprattus","modS_fit",2357.56961957942,0.379535635148962,5036.45537726854,1103.58061271621
"258",1992,"Sprattus sprattus","modS_fit",2470.42454985928,0.386331995198609,5349.77235107212,1140.79573036867
"259",1993,"Sprattus sprattus","modS_fit",2591.49979558074,0.393862329245788,5697.12372742378,1178.81785824088
"260",1994,"Sprattus sprattus","modS_fit",2720.62489062347,0.402006146395784,6079.204726822,1217.56054090802
"261",1995,"Sprattus sprattus","modS_fit",2857.82264941218,0.410533789336127,6495.61674279557,1257.3325396009
"262",1996,"Sprattus sprattus","modS_fit",3003.00344442543,0.419350381290221,6947.0263074013,1298.11365153796
"263",1997,"Sprattus sprattus","modS_fit",3155.60926853115,0.428475000679555,7434.50195235691,1339.41317380149
"264",1998,"Sprattus sprattus","modS_fit",3315.34875286975,0.437913898460698,7959.69449831584,1380.89939952854
"265",1999,"Sprattus sprattus","modS_fit",3481.80092685128,0.447776927589059,8525.85680256858,1421.90256943679
"266",2000,"Sprattus sprattus","modS_fit",3653.8724525728,0.458251536666268,9136.6210088962,1461.23866653448
"267",2001,"Sprattus sprattus","modS_fit",3830.81029422032,0.469503096949638,9797.0619507727,1497.909024567
"268",2002,"Sprattus sprattus","modS_fit",4011.7504325332,0.48175138755813,10514.2390451619,1530.69960306219
"269",2003,"Sprattus sprattus","modS_fit",4194.85405917065,0.495215204657027,11294.1959316509,1558.03925168565
"270",2004,"Sprattus sprattus","modS_fit",4378.81258079867,0.510079832895814,12145.2391458726,1578.72557200957
"271",2005,"Sprattus sprattus","modS_fit",4562.31747022042,0.526532600963444,13077.535534827,1591.64092069537
"272",2006,"Sprattus sprattus","modS_fit",4742.53213539183,0.5446183051946,14094.8264165188,1595.73522869814
"273",2007,"Sprattus sprattus","modS_fit",4917.68788829139,0.564400425794576,15205.2282151205,1590.48281449659
"274",2008,"Sprattus sprattus","modS_fit",5086.6119466641,0.585831588975557,16416.3067942111,1576.09268761168
"275",2009,"Sprattus sprattus","modS_fit",5245.73631812991,0.608036834707948,17698.6662951322,1554.79226855165
"276",2010,"Sprattus sprattus","modS_fit",5396.62503295305,0.630614471097681,19048.7733129407,1528.89434232022
"277",1965,"Liza ramada","modS_fit",713.472201891228,1.06904781093963,6052.57510603808,84.1034723160549
"278",1966,"Liza ramada","modS_fit",725.509489437053,1.03845848317266,5789.44156912807,90.917925844528
"279",1967,"Liza ramada","modS_fit",732.953181881569,1.00504663694772,5470.77245357012,98.1982656726541
"280",1968,"Liza ramada","modS_fit",734.890591344335,0.968577843140521,5099.39568778274,105.907486751876
"281",1969,"Liza ramada","modS_fit",732.437356093527,0.930132282359055,4706.22971475361,113.99028800475
"282",1970,"Liza ramada","modS_fit",725.573873538179,0.889879238855706,4301.50985518768,122.388989839529
"283",1971,"Liza ramada","modS_fit",714.44312993228,0.848098368308162,3895.97846234619,131.014324345122
"284",1972,"Liza ramada","modS_fit",699.879538582827,0.805386909653157,3504.07568632676,139.789037787705
"285",1973,"Liza ramada","modS_fit",682.195456419005,0.761987868882201,3131.57686540274,148.612236186922
"286",1974,"Liza ramada","modS_fit",661.723810025556,0.718196178826593,2782.87716000702,157.34736949497
"287",1975,"Liza ramada","modS_fit",639.206288519017,0.674484242146391,2463.14856940067,165.879023440991
"288",1976,"Liza ramada","modS_fit",615.043964681604,0.631142140092797,2173.24785014611,174.06163704054
"289",1977,"Liza ramada","modS_fit",589.571530627354,0.588503154162931,1912.95101383313,181.705954419491
"290",1978,"Liza ramada","modS_fit",563.386013494121,0.547029896894492,1682.48109255009,188.652224150536
"291",1979,"Liza ramada","modS_fit",536.843149315154,0.507087257583397,1480.12301281873,194.713928822556
"292",1980,"Liza ramada","modS_fit",510.186445637064,0.469095046205392,1303.70609654955,199.654055465935
"293",1981,"Liza ramada","modS_fit",483.833672317185,0.433575487167962,1151.58227818164,203.281195710628
"294",1982,"Liza ramada","modS_fit",458.105296870928,0.400890532263947,1021.34955821762,205.473690503604
"295",1983,"Liza ramada","modS_fit",433.355260150682,0.371209437558181,910.484366665104,206.260303170413
"296",1984,"Liza ramada","modS_fit",410.109366005973,0.344614697598928,817.011577643406,205.859618992119
"297",1985,"Liza ramada","modS_fit",388.68439115215,0.321197598034813,738.900208949845,204.460025989209
"298",1986,"Liza ramada","modS_fit",369.244472637476,0.301124201714298,674.321739665775,202.190545778495
"299",1987,"Liza ramada","modS_fit",351.976445557717,0.284348180327609,621.577510254791,199.311294542594
"300",1988,"Liza ramada","modS_fit",336.771683423368,0.271033994563405,579.098852446393,195.847680023348
"301",1989,"Liza ramada","modS_fit",323.463969190369,0.261084481063489,545.256699364809,191.889323847418
"302",1990,"Liza ramada","modS_fit",311.904247889127,0.254138042906791,518.516748369822,187.620284507948
"303",1991,"Liza ramada","modS_fit",302.012137842507,0.250271513889608,498.204301003989,183.080176586976
"304",1992,"Liza ramada","modS_fit",293.953231139017,0.249173294829118,483.846286590001,178.586680298921
"305",1993,"Liza ramada","modS_fit",287.723510636507,0.250334346139815,474.693189632297,174.396474146011
"306",1994,"Liza ramada","modS_fit",283.080633622929,0.253204222255867,469.721622198422,170.600290353481
"307",1995,"Liza ramada","modS_fit",279.890998890821,0.257266208742245,468.217370602337,167.313252729864
"308",1996,"Liza ramada","modS_fit",278.007608300803,0.262153257955001,469.63462427426,164.5709798177
"309",1997,"Liza ramada","modS_fit",277.17941571381,0.267594814947999,473.35926070663,162.304690903817
"310",1998,"Liza ramada","modS_fit",277.282623270552,0.273378294466141,479.044682328069,160.4978742153
"311",1999,"Liza ramada","modS_fit",278.181726809684,0.279525645056181,486.543291752933,159.050745211207
"312",2000,"Liza ramada","modS_fit",279.629284276553,0.286268989141426,495.715770677107,157.736633067399
"313",2001,"Liza ramada","modS_fit",281.52504090534,0.293926178025126,506.778363388718,156.392526560888
"314",2002,"Liza ramada","modS_fit",283.753753920195,0.302954024054085,520.096747154953,154.810029680525
"315",2003,"Liza ramada","modS_fit",286.031253048491,0.313793972759017,535.761461104798,152.705791028307
"316",2004,"Liza ramada","modS_fit",288.248400045009,0.326697278843744,554.029074401968,149.968916736353
"317",2005,"Liza ramada","modS_fit",290.252225916985,0.341751624105552,574.933014635091,146.532469879531
"318",2006,"Liza ramada","modS_fit",291.532608928371,0.358753422058299,597.442897149393,142.258385653433
"319",2007,"Liza ramada","modS_fit",291.802651372668,0.377415571875126,620.73785928925,137.173504199687
"320",2008,"Liza ramada","modS_fit",290.845353305202,0.397520466783973,644.08623829721,131.334927699843
"321",2009,"Liza ramada","modS_fit",287.917508283199,0.418377599278984,664.762083915237,124.700992402834
"322",2010,"Liza ramada","modS_fit",283.15369284772,0.439933321989911,682.564124852738,117.462976523413
"323",1965,"Atherina boyeri","modS_fit",5442.36566901223,1.01830622542315,41713.5611268246,710.065102933532
"324",1966,"Atherina boyeri","modS_fit",5225.76406926966,0.989566591178588,37816.0722051492,722.142954443359
"325",1967,"Atherina boyeri","modS_fit",4991.16350080067,0.957742264791979,33891.1384873316,735.050936723082
"326",1968,"Atherina boyeri","modS_fit",4737.5494058917,0.922577363464881,29984.324426002,748.536937313865
"327",1969,"Atherina boyeri","modS_fit",4474.55120561185,0.885187776488278,26279.3014030238,761.877501406438
"328",1970,"Atherina boyeri","modS_fit",4204.78483532765,0.845732611534402,22821.1638949078,774.728913600521
"329",1971,"Atherina boyeri","modS_fit",3931.19582133528,0.80448045669731,19646.6054593106,786.614289053182
"330",1972,"Atherina boyeri","modS_fit",3659.30369746551,0.762028675596418,16799.1826579435,797.092562354698
"331",1973,"Atherina boyeri","modS_fit",3391.5594133999,0.718602287067938,14274.7807115547,805.803990061345
"332",1974,"Atherina boyeri","modS_fit",3130.0278556228,0.674473419084321,12061.1403382705,812.284253578259
"333",1975,"Atherina boyeri","modS_fit",2877.97174308943,0.630096376550115,10148.0192967921,816.190934583606
"334",1976,"Atherina boyeri","modS_fit",2636.84543232495,0.585735656228004,8508.40589064128,817.186429907014
"335",1977,"Atherina boyeri","modS_fit",2407.52526885099,0.541693164736622,7113.43813335913,814.820880071243
"336",1978,"Atherina boyeri","modS_fit",2191.57930488166,0.498404382975262,5938.34926751583,808.813970552258
"337",1979,"Atherina boyeri","modS_fit",1989.46441812868,0.456218299032139,4954.52878296077,798.858750122117
"338",1980,"Atherina boyeri","modS_fit",1801.08763957844,0.415542600805405,4134.95286029901,784.511164948968
"339",1981,"Atherina boyeri","modS_fit",1626.86517963089,0.376907568504467,3457.23832162186,765.550438378179
"340",1982,"Atherina boyeri","modS_fit",1466.54157318565,0.340838937628112,2899.63490101485,741.729307068659
"341",1983,"Atherina boyeri","modS_fit",1319.40533913634,0.307952774262747,2442.65773692841,712.678826273281
"342",1984,"Atherina boyeri","modS_fit",1185.54076058215,0.278884729635349,2070.86929378366,678.70381738759
"343",1985,"Atherina boyeri","modS_fit",1065.31775295434,0.25402117512956,1770.59467458654,640.972172258843
"344",1986,"Atherina boyeri","modS_fit",958.739465467323,0.233434968611369,1529.18363801919,601.092857516589
"345",1987,"Atherina boyeri","modS_fit",865.620911668889,0.2167068064,1335.23245488071,561.175366865555
"346",1988,"Atherina boyeri","modS_fit",785.500347821892,0.203675028648235,1180.47355859495,522.68074277132
"347",1989,"Atherina boyeri","modS_fit",717.703441284781,0.193851241131132,1057.60154670786,487.043755973535
"348",1990,"Atherina boyeri","modS_fit",661.391311556009,0.186395552542934,960.195365132068,455.572358383141
"349",1991,"Atherina boyeri","modS_fit",615.483089792935,0.181047179671871,884.039575813837,428.509587336428
"350",1992,"Atherina boyeri","modS_fit",578.996398724869,0.177288227640146,825.403793296676,406.148884290229
"351",1993,"Atherina boyeri","modS_fit",550.811639631515,0.174653451870788,781.097359874859,388.419520970043
"352",1994,"Atherina boyeri","modS_fit",529.636098839955,0.172793276566639,748.279609708156,374.879114110584
"353",1995,"Atherina boyeri","modS_fit",514.371681524269,0.171385008583798,724.669824838582,365.101757635676
"354",1996,"Atherina boyeri","modS_fit",504.172641229736,0.170207572143619,708.630260272203,358.706177840793
"355",1997,"Atherina boyeri","modS_fit",498.487413090404,0.169188880630273,699.213478212868,355.384598198368
"356",1998,"Atherina boyeri","modS_fit",497.249363326196,0.168291609753973,696.226373581813,355.138700156197
"357",1999,"Atherina boyeri","modS_fit",500.66989875221,0.167595385174847,700.040205308138,358.07992971805
"358",2000,"Atherina boyeri","modS_fit",508.939442492283,0.167364805318853,711.274653189545,364.162219141149
"359",2001,"Atherina boyeri","modS_fit",522.218417628846,0.167901506489518,730.61667508445,373.262868219171
"360",2002,"Atherina boyeri","modS_fit",540.537702906914,0.169636174620589,758.874746571077,385.018752546561
"361",2003,"Atherina boyeri","modS_fit",563.819975706993,0.173159705679871,797.159209561377,398.782277358559
"362",2004,"Atherina boyeri","modS_fit",592.059773148648,0.17899392867449,846.910866952729,413.898071992024
"363",2005,"Atherina boyeri","modS_fit",624.802708372749,0.187632767583125,909.324001957693,429.306191796843
"364",2006,"Atherina boyeri","modS_fit",660.648957684839,0.199409464212068,984.409087092117,443.369581826323
"365",2007,"Atherina boyeri","modS_fit",697.865945737283,0.214373265668251,1071.45579716796,454.537536226002
"366",2008,"Atherina boyeri","modS_fit",734.566573763679,0.232410081931119,1169.23011937694,461.490037203663
"367",2009,"Atherina boyeri","modS_fit",768.720983576482,0.252721434267262,1274.32377201234,463.721986177521
"368",2010,"Atherina boyeri","modS_fit",800.512264674012,0.274859443603293,1387.10031213008,461.985251023013
"369",1965,"Anguilla anguilla","modI_fit",8901.29093081823,0.263307097207809,15071.5748430797,5257.11354387411
"370",1966,"Anguilla anguilla","modI_fit",8745.81813154723,0.241817733769091,14185.3696315855,5392.12842362509
"371",1967,"Anguilla anguilla","modI_fit",8591.6207589747,0.222439219454354,13405.510273183,5506.38847472369
"372",1968,"Anguilla anguilla","modI_fit",8430.30352719904,0.205450046982803,12714.3702677873,5589.73948877084
"373",1969,"Anguilla anguilla","modI_fit",8249.36230989521,0.191533675823845,12099.9733876987,5624.14282572755
"374",1970,"Anguilla anguilla","modI_fit",8037.62178562875,0.180656234845654,11535.6900407894,5600.30338370576
"375",1971,"Anguilla anguilla","modI_fit",7788.46922364075,0.172671773435835,11001.018749879,5514.05776381088
"376",1972,"Anguilla anguilla","modI_fit",7501.63673147076,0.167194225379537,10480.4296831734,5369.48916715708
"377",1973,"Anguilla anguilla","modI_fit",7180.2252488713,0.163750352043393,9962.53401449976,5174.95192984971
"378",1974,"Anguilla anguilla","modI_fit",6826.7405483979,0.161889431614663,9436.8873620934,4938.53372695143
"379",1975,"Anguilla anguilla","modI_fit",6444.7086741231,0.161102847057742,8894.78480163771,4669.5081242067
"380",1976,"Anguilla anguilla","modI_fit",6039.95128424844,0.16107035444753,8335.60963656498,4376.52590592376
"381",1977,"Anguilla anguilla","modI_fit",5618.50941741105,0.161573735323058,7761.7969348198,4067.05410340261
"382",1978,"Anguilla anguilla","modI_fit",5187.76316113286,0.162381764697969,7178.32553540648,3749.18725589438
"383",1979,"Anguilla anguilla","modI_fit",4758.56381580743,0.163427865103424,6598.23133487828,3431.81807970507
"384",1980,"Anguilla anguilla","modI_fit",4342.96530018843,0.164685739267622,6037.13065668139,3124.22385256257
"385",1981,"Anguilla anguilla","modI_fit",3951.50992430239,0.166073795034792,5508.24111462175,2834.73986649049
"386",1982,"Anguilla anguilla","modI_fit",3592.50763064704,0.167588512562326,5023.00061971172,2569.40264462836
"387",1983,"Anguilla anguilla","modI_fit",3271.17264539911,0.169199002753535,4588.46953251078,2332.05656051336
"388",1984,"Anguilla anguilla","modI_fit",2989.48728772278,0.170785027206411,4206.67248444368,2124.49014666707
"389",1985,"Anguilla anguilla","modI_fit",2747.05528133029,0.172251019614709,3876.88334944268,1946.4894964584
"390",1986,"Anguilla anguilla","modI_fit",2541.46427665122,0.1734434453191,3595.29948050838,1796.52368446954
"391",1987,"Anguilla anguilla","modI_fit",2369.22744693656,0.173867194855047,3354.48521319285,1673.35323859567
"392",1988,"Anguilla anguilla","modI_fit",2227.33722809277,0.17385225940259,3153.4948773593,1573.18509164737
"393",1989,"Anguilla anguilla","modI_fit",2113.39452827447,0.173398659641558,2989.4599586147,1494.06130002498
"394",1990,"Anguilla anguilla","modI_fit",2025.41234387057,0.172176344006792,2858.01118891493,1435.36707575339
"395",1991,"Anguilla anguilla","modI_fit",1961.26856060679,0.170680779571866,2759.23384230712,1394.07335030667
"396",1992,"Anguilla anguilla","modI_fit",1918.8302001306,0.169065888507915,2690.82410816925,1368.32033195893
"397",1993,"Anguilla anguilla","modI_fit",1896.00724145674,0.167427505071783,2650.12082501183,1356.48285381115
"398",1994,"Anguilla anguilla","modI_fit",1890.6817014304,0.165886066546263,2634.54261351886,1356.84929815927
"399",1995,"Anguilla anguilla","modI_fit",1900.57402037747,0.164472586527017,2640.85077786949,1367.80981235446
"400",1996,"Anguilla anguilla","modI_fit",1922.91194357932,0.163190877136391,2665.04895927869,1387.43805433157
"401",1997,"Anguilla anguilla","modI_fit",1954.72696268238,0.162123039160877,2703.3631283246,1413.40889745933
"402",1998,"Anguilla anguilla","modI_fit",1993.59700038123,0.161295641207061,2752.56121018409,1443.90213203041
"403",1999,"Anguilla anguilla","modI_fit",2037.25233367262,0.160775528757942,2809.91170806553,1477.05604383985
"404",2000,"Anguilla anguilla","modI_fit",2082.93714214544,0.160794526847583,2873.0323470681,1510.12122872773
"405",2001,"Anguilla anguilla","modI_fit",2128.48091146563,0.161571286047005,2940.41612447243,1540.74484654325
"406",2002,"Anguilla anguilla","modI_fit",2173.512382753,0.163426578332527,3013.78759595543,1567.51460664332
"407",2003,"Anguilla anguilla","modI_fit",2218.87952051284,0.166869884464758,3097.95469181816,1589.25059154489
"408",2004,"Anguilla anguilla","modI_fit",2265.49662017854,0.172352303299601,3197.91360862261,1604.94483722186
"409",2005,"Anguilla anguilla","modI_fit",2313.67788912795,0.180347026970241,3318.56503833703,1613.0783374136
"410",2006,"Anguilla anguilla","modI_fit",2362.86081206763,0.191239563238108,3463.75139481919,1611.86834180874
"411",2007,"Anguilla anguilla","modI_fit",2411.99545893804,0.205174530408107,3635.70651635564,1600.16273804446
"412",2008,"Anguilla anguilla","modI_fit",2460.03829847891,0.222184323504308,3836.4427317776,1577.44787374396
"413",2009,"Anguilla anguilla","modI_fit",2506.26636237022,0.241583702551237,4063.16223385104,1545.93164575538
"414",2010,"Anguilla anguilla","modI_fit",2551.23276119823,0.263093185774805,4317.87356033543,1507.40602077878
"415",1965,"Dicentrarchus labrax","modI_fit",1696.35023004687,0.0935666523328834,2045.43877070384,1406.83952225559
"416",1966,"Dicentrarchus labrax","modI_fit",1696.35131238015,0.0935639260307406,2045.42892282343,1406.84809083551
"417",1967,"Dicentrarchus labrax","modI_fit",1696.35243001615,0.0935613039181619,2045.41954377941,1406.85639558553
"418",1968,"Dicentrarchus labrax","modI_fit",1696.35358806177,0.0935587737516029,2045.41058963687,1406.86447518634
"419",1969,"Dicentrarchus labrax","modI_fit",1696.3547769177,0.0935563530502154,2045.40212048303,1406.87227237837
"420",1970,"Dicentrarchus labrax","modI_fit",1696.35599544521,0.0935540397910892,2045.39412666347,1406.87979190446
"421",1971,"Dicentrarchus labrax","modI_fit",1696.35724124115,0.0935518345903253,2045.38660779528,1406.88703003344
"422",1972,"Dicentrarchus labrax","modI_fit",1696.3585075489,0.0935497457528805,2045.37958969994,1406.89395778888
"423",1973,"Dicentrarchus labrax","modI_fit",1696.35979123299,0.0935477735908715,2045.37306986844,1406.90057168745
"424",1974,"Dicentrarchus labrax","modI_fit",1696.36108654493,0.0935459193791706,2045.36704658,1406.90686336984
"425",1975,"Dicentrarchus labrax","modI_fit",1696.36238274194,0.0935441885067435,2045.361528922,1406.91280875834
"426",1976,"Dicentrarchus labrax","modI_fit",1696.36367200882,0.0935425818928525,2045.35651122778,1406.9183987802
"427",1977,"Dicentrarchus labrax","modI_fit",1696.36494865028,0.0935411007005172,2045.35199138429,1406.92362543509
"428",1978,"Dicentrarchus labrax","modI_fit",1696.36620818129,0.0935397486272397,2045.34797910589,1406.92847459497
"429",1979,"Dicentrarchus labrax","modI_fit",1696.36745231291,0.0935385266330724,2045.34448038001,1406.93294497362
"430",1980,"Dicentrarchus labrax","modI_fit",1696.36868601894,0.0935374355971928,2045.34150479748,1406.93703821874
"431",1981,"Dicentrarchus labrax","modI_fit",1696.36991359281,0.093536477961837,2045.33906752307,1406.9407510158
"432",1982,"Dicentrarchus labrax","modI_fit",1696.37114091185,0.0935356544721243,2045.33717868932,1406.94408613968
"433",1983,"Dicentrarchus labrax","modI_fit",1696.37237300088,0.0935349656715691,2045.33584657654,1406.94704622582
"434",1984,"Dicentrarchus labrax","modI_fit",1696.37361176458,0.0935344129342987,2045.33507910119,1406.94962898489
"435",1985,"Dicentrarchus labrax","modI_fit",1696.37485984213,0.0935339966583782,2045.33488107308,1406.95183548361
"436",1986,"Dicentrarchus labrax","modI_fit",1696.37611911658,0.0935337170656135,2045.33525566975,1406.95366665781
"437",1987,"Dicentrarchus labrax","modI_fit",1696.3773875139,0.0935335738039284,2045.33619895058,1406.95512177654
"438",1988,"Dicentrarchus labrax","modI_fit",1696.37866235088,0.0935335683182411,2045.33771359188,1406.95619454733
"439",1989,"Dicentrarchus labrax","modI_fit",1696.37994104304,0.0935337006168412,2045.33979651265,1406.95688280243
"440",1990,"Dicentrarchus labrax","modI_fit",1696.38122041957,0.093533969274794,2045.34243806259,1406.95718792107
"441",1991,"Dicentrarchus labrax","modI_fit",1696.38249554772,0.093534374673053,2045.34563385477,1406.9571047399
"442",1992,"Dicentrarchus labrax","modI_fit",1696.38376292468,0.0935349166042589,2045.34937882019,1406.95663093728
"443",1993,"Dicentrarchus labrax","modI_fit",1696.38501774235,0.0935355946880687,2045.35366560879,1406.95576359611
"444",1994,"Dicentrarchus labrax","modI_fit",1696.38625337975,0.093536407578374,2045.35848073446,1406.95450101365
"445",1995,"Dicentrarchus labrax","modI_fit",1696.38746697008,0.0935373547444597,2045.36381857344,1406.9528423067
"446",1996,"Dicentrarchus labrax","modI_fit",1696.38865816467,0.09353843545676,2045.36967572499,1406.95078924044
"447",1997,"Dicentrarchus labrax","modI_fit",1696.38982594927,0.093539647301451,2045.37604109638,1406.9483477677
"448",1998,"Dicentrarchus labrax","modI_fit",1696.39097052058,0.0935409894108813,2045.38291138022,1406.94552049516
"449",1999,"Dicentrarchus labrax","modI_fit",1696.3920912901,0.093542460836789,2045.39028199297,1406.94230960539
"450",2000,"Dicentrarchus labrax","modI_fit",1696.39318589769,0.0935440579087372,2045.39813507935,1406.93872347179
"451",2001,"Dicentrarchus labrax","modI_fit",1696.39425457248,0.0935457794712425,2045.40646619441,1406.93476553868
"452",2002,"Dicentrarchus labrax","modI_fit",1696.39529712875,0.0935476246107021,2045.41527138271,1406.93043822596
"453",2003,"Dicentrarchus labrax","modI_fit",1696.3963100025,0.0935495879642996,2045.42452441469,1406.9257536714
"454",2004,"Dicentrarchus labrax","modI_fit",1696.397292292,0.093551668259558,2045.43421900368,1406.92071471131
"455",2005,"Dicentrarchus labrax","modI_fit",1696.39824321764,0.093553865182443,2045.44435293133,1406.91532158661
"456",2006,"Dicentrarchus labrax","modI_fit",1696.39915767555,0.0935561704574715,2045.45488619592,1406.90959335423
"457",2007,"Dicentrarchus labrax","modI_fit",1696.40003526401,0.0935585834631449,2045.46581577678,1406.90353143392
"458",2008,"Dicentrarchus labrax","modI_fit",1696.40087658342,0.0935611062082929,2045.47715062235,1406.89713067555
"459",2009,"Dicentrarchus labrax","modI_fit",1696.40167340637,0.0935637212265424,2045.48880936442,1406.89043340703
"460",2010,"Dicentrarchus labrax","modI_fit",1696.40243266661,0.0935664407088414,2045.50085024239,1406.88341108055
"461",1965,"Mullet ind.","modI_fit",30757.2081329433,0.268227700727881,52592.8289692063,17987.3543727242
"462",1966,"Mullet ind.","modI_fit",29747.3848793727,0.245493767239446,48605.114373504,18206.0451573367
"463",1967,"Mullet ind.","modI_fit",28609.3228651091,0.22513972247119,44880.8896533969,18237.0127045399
"464",1968,"Mullet ind.","modI_fit",27309.2166232524,0.207493755929567,41355.7621456662,18033.6009755748
"465",1969,"Mullet ind.","modI_fit",25865.2081436322,0.193282241659014,38071.3958109387,17572.4839623872
"466",1970,"Mullet ind.","modI_fit",24261.580338478,0.182418747270182,34943.4673717696,16845.0450053495
"467",1971,"Mullet ind.","modI_fit",22507.2867696793,0.174678723948855,31918.8441506933,15870.8114661344
"468",1972,"Mullet ind.","modI_fit",20658.7358129269,0.16955648706026,28998.7070891205,14717.3239164316
"469",1973,"Mullet ind.","modI_fit",18775.512808423,0.166487308149496,26193.9410644494,13458.0695723446
"470",1974,"Mullet ind.","modI_fit",16913.6280415259,0.164958290743667,23524.3550938892,12160.6229962666
"471",1975,"Mullet ind.","modI_fit",15127.3529701551,0.164411641615989,21016.9203305643,10888.2178875118
"472",1976,"Mullet ind.","modI_fit",13456.0576172582,0.164525524796572,18699.1942503463,9683.06356813303
"473",1977,"Mullet ind.","modI_fit",11926.5536008887,0.165097698167017,16592.6977768367,8572.607222042
"474",1978,"Mullet ind.","modI_fit",10556.1670268872,0.165911797417125,14710.0926978639,7575.25221548897
"475",1979,"Mullet ind.","modI_fit",9349.04399693847,0.166933462221077,13054.6059283366,6695.30923694668
"476",1980,"Mullet ind.","modI_fit",8300.44154792935,0.168166406295097,11618.998086615,5929.7135068781
"477",1981,"Mullet ind.","modI_fit",7399.91701462438,0.169548162421334,10387.1047690484,5271.80316756773
"478",1982,"Mullet ind.","modI_fit",6630.95847079808,0.171095895085419,9336.59056424862,4709.38614463999
"479",1983,"Mullet ind.","modI_fit",5976.08357230022,0.172787713604429,8443.0267129306,4229.94929157582
"480",1984,"Mullet ind.","modI_fit",5420.04746995817,0.174495575213148,7683.65791000348,3823.29808545403
"481",1985,"Mullet ind.","modI_fit",4948.3845580657,0.176109969352704,7037.69787370548,3479.33517094994
"482",1986,"Mullet ind.","modI_fit",4548.73287037369,0.177447150772487,6486.62915830475,3189.7878267833
"483",1987,"Mullet ind.","modI_fit",4211.3662871677,0.17792134405682,6011.23258734287,2950.41087613819
"484",1988,"Mullet ind.","modI_fit",3926.93416741687,0.177906616117729,5605.07391404977,2751.22365765275
"485",1989,"Mullet ind.","modI_fit",3687.50053199159,0.177402977583328,5258.02153046988,2586.07921147541
"486",1990,"Mullet ind.","modI_fit",3486.86763569225,0.176036270974449,4958.36648879172,2452.06681198768
"487",1991,"Mullet ind.","modI_fit",3320.50607326149,0.174392655128219,4706.30224299466,2342.76508674688
"488",1992,"Mullet ind.","modI_fit",3183.43783624064,0.17265631231283,4496.38759644714,2253.87074397594
